dataset,trace,cache_pct,lru,lruforgive,lru_gap_pp,s3fifo,s3fifoforgive,s3_gap_pp
?,tencentBlock_11724,10,0.4019,0.3840,1.790,0.3352,0.3349,0.030
?,tencentBlock_11728,10,0.1772,0.1737,0.350,0.1691,0.1694,-0.025
?,tencentBlock_11730,10,0.5406,0.5377,0.290,0.5242,0.5243,-0.010
?,tencentBlock_11733,10,0.2574,0.2631,-0.570,0.2618,0.2594,0.240
?,tencentBlock_11740,10,0.3408,0.3395,0.130,0.3342,0.3340,0.015
?,tencentBlock_11747,10,0.2032,0.1956,0.760,0.1849,0.1846,0.030
?,tencentBlock_1175,10,0.2336,0.2305,0.310,0.2251,0.2251,0.000
?,tencentBlock_11753,10,0.0993,0.0977,0.160,0.0954,0.0954,0.000
?,tencentBlock_11761,10,0.5525,0.5523,0.020,0.5499,0.5499,0.000
?,tencentBlock_11767,10,0.4025,0.4021,0.040,0.4036,0.4036,0.000
?,tencentBlock_11771,10,0.1569,0.1554,0.150,0.1413,0.1406,0.070
?,tencentBlock_11775,10,0.0849,0.0795,0.540,0.0593,0.0620,-0.270
?,tencentBlock_11778,10,0.3355,0.3344,0.110,0.3324,0.3323,0.010
?,tencentBlock_11786,10,0.2390,0.2244,1.460,0.1922,0.1931,-0.090
?,tencentBlock_11790,10,0.2152,0.2123,0.290,0.2013,0.2012,0.010
?,tencentBlock_11791,10,0.4789,0.4784,0.050,0.4774,0.4774,0.000
?,tencentBlock_11796,10,0.1738,0.1737,0.010,0.1701,0.1700,0.010
?,tencentBlock_11805,10,0.1452,0.1432,0.200,0.1378,0.1378,0.000
?,tencentBlock_11806,10,0.3999,0.4000,-0.010,0.3999,0.3999,0.000
?,tencentBlock_11813,10,0.1603,0.1553,0.500,0.1468,0.1468,0.000
?,tencentBlock_1182,10,0.3375,0.3301,0.740,0.3082,0.3079,0.030
?,tencentBlock_11830,10,0.4724,0.4628,0.960,0.4481,0.4480,0.010
?,tencentBlock_11839,10,0.6582,0.6566,0.160,0.6638,0.6633,0.050
?,tencentBlock_11841,10,0.1918,0.1896,0.220,0.1861,0.1855,0.060
?,tencentBlock_11846,10,0.4253,0.4182,0.710,0.4098,0.4093,0.050
?,tencentBlock_11847,10,0.1593,0.1559,0.340,0.1443,0.1443,0.000
?,tencentBlock_11853,10,0.0776,0.0761,0.150,0.0732,0.0731,0.010
?,tencentBlock_11858,10,0.2880,0.2547,3.330,0.1860,0.1908,-0.480
?,tencentBlock_11867,10,0.0802,0.0789,0.130,0.0745,0.0744,0.010
?,tencentBlock_11873,10,0.3180,0.2960,2.200,0.2864,0.2942,-0.780
?,tencentBlock_11877,10,0.1846,0.1837,0.090,0.1926,0.1926,0.000
?,tencentBlock_11882,10,0.1991,0.1965,0.260,0.1872,0.1872,0.000
?,tencentBlock_11885,10,0.2532,0.2536,-0.040,0.2637,0.2637,0.000
?,tencentBlock_11895,10,0.1740,0.1627,1.130,0.1494,0.1530,-0.360
?,tencentBlock_11904,10,0.1731,0.1737,-0.060,0.1854,0.1854,0.000
?,tencentBlock_11906,10,0.1521,0.1499,0.220,0.1389,0.1405,-0.160
?,tencentBlock_1191,10,0.8238,0.7861,3.770,,,
?,tencentBlock_11915,10,0.2342,0.2334,0.080,0.2067,0.2067,0.000
?,tencentBlock_11924,10,0.4781,0.4735,0.460,0.4510,0.4513,-0.030
?,tencentBlock_11930,10,0.1514,0.1491,0.230,0.1383,0.1402,-0.190
?,tencentBlock_11937,10,0.2775,0.2787,-0.120,0.2593,0.2589,0.045
?,tencentBlock_1194,10,0.3104,0.3045,0.590,0.1334,0.1357,-0.230
?,tencentBlock_11945,10,0.4861,0.4831,0.300,0.4644,0.4642,0.020
?,tencentBlock_11954,10,0.1315,0.1316,-0.010,0.1285,0.1287,-0.020
?,tencentBlock_11961,10,0.0283,0.0282,0.010,0.0273,0.0273,0.000
?,tencentBlock_11968,10,0.2051,0.2058,-0.070,0.2086,0.2086,0.000
?,tencentBlock_11972,10,0.5361,0.5357,0.040,0.5346,0.5346,0.000
?,tencentBlock_11974,10,0.4922,0.4878,0.440,0.4589,0.4589,0.000
?,tencentBlock_11977,10,0.3870,0.3882,-0.120,0.4072,0.4074,-0.020
?,tencentBlock_11982,10,0.2733,0.2625,1.080,0.2507,0.2510,-0.030
?,tencentBlock_11984,10,0.4826,0.4825,0.010,0.4807,0.4807,0.000
?,tencentBlock_11988,10,0.1276,0.1277,-0.010,0.1277,0.1277,0.000
?,tencentBlock_1199,10,0.6274,0.5859,4.150,0.5605,0.5618,-0.130
?,tencentBlock_11991,10,0.4468,0.4367,1.010,0.4171,0.4164,0.070
?,tencentBlock_11998,10,0.1998,0.1998,0.000,0.1995,0.1995,0.000
?,tencentBlock_12006,10,0.2579,0.2527,0.520,0.2203,0.2203,0.000
?,tencentBlock_12009,10,0.3170,0.3165,0.050,0.3118,0.3118,0.000
?,tencentBlock_1201,10,0.3783,0.3421,3.620,0.2023,0.2071,-0.480
?,tencentBlock_12012,10,0.3738,0.3693,0.450,0.3696,0.3696,0.000
?,tencentBlock_12015,10,0.1728,0.1711,0.170,0.1647,0.1646,0.015
?,tencentBlock_12019,10,0.1413,0.1382,0.310,0.1249,0.1244,0.050
?,tencentBlock_12022,10,0.2044,0.2012,0.320,0.1907,0.1920,-0.130
?,tencentBlock_12026,10,0.6975,0.6973,0.020,0.6918,0.6918,0.000
?,tencentBlock_12034,10,0.6629,0.6374,2.550,0.6264,0.6257,0.070
?,tencentBlock_12043,10,0.2338,0.2342,-0.040,0.2409,0.2409,0.000
?,tencentBlock_12052,10,0.2138,0.2138,0.000,0.2067,0.2067,0.000
?,tencentBlock_12058,10,0.1625,0.1633,-0.080,0.1322,0.1323,-0.010
?,tencentBlock_12060,10,0.3864,0.3843,0.210,0.3770,0.3770,0.000
?,tencentBlock_12069,10,0.5140,0.5136,0.040,0.5108,0.5111,-0.030
?,tencentBlock_12074,10,0.1968,0.1961,0.070,0.1955,0.1954,0.010
?,tencentBlock_12080,10,0.2354,0.2358,-0.040,0.2486,0.2486,0.000
?,tencentBlock_12085,10,0.5033,0.5028,0.050,0.4997,0.4996,0.010
?,tencentBlock_12090,10,0.3934,0.3859,0.750,0.3679,0.3669,0.105
?,tencentBlock_12093,10,0.3535,0.3535,0.000,0.3533,0.3533,0.000
?,tencentBlock_12099,10,0.2853,0.2862,-0.090,0.3134,0.3133,0.010
?,tencentBlock_12100,10,0.3204,0.3200,0.040,0.3323,0.3322,0.010
?,tencentBlock_12103,10,0.1583,0.1538,0.450,0.1472,0.1471,0.010
?,tencentBlock_12106,10,0.2046,0.2046,0.000,0.2044,0.2044,0.000
?,tencentBlock_12114,10,0.2222,0.2201,0.210,0.2142,0.2140,0.015
?,tencentBlock_12123,10,0.1891,0.1886,0.050,0.1831,0.1831,0.000
?,tencentBlock_12132,10,0.4331,0.3421,9.100,0.3192,0.3584,-3.920
?,tencentBlock_12141,10,0.2789,0.2750,0.390,0.2674,0.2674,0.000
?,tencentBlock_12142,10,0.4218,0.4218,0.000,0.4214,0.4214,0.000
?,tencentBlock_12149,10,0.2139,0.2140,-0.010,0.2115,0.2115,0.000
?,tencentBlock_12157,10,0.2253,0.2221,0.320,0.2142,0.2145,-0.030
?,tencentBlock_12165,10,0.2331,0.2330,0.010,0.2216,0.2237,-0.210
?,tencentBlock_12167,10,0.5893,0.5656,2.370,0.3114,0.3315,-2.010
?,tencentBlock_12174,10,0.2961,0.2931,0.300,0.2883,0.2883,0.000
?,tencentBlock_12181,10,0.1774,0.1759,0.150,0.1667,0.1666,0.010
?,tencentBlock_1219,10,0.2169,0.2151,0.180,0.2101,0.2101,0.000
?,tencentBlock_12194,10,0.1738,0.1726,0.120,0.1651,0.1651,0.000
?,tencentBlock_12197,10,0.5146,0.5101,0.450,0.4960,0.4956,0.030
?,tencentBlock_12208,10,0.6225,0.6225,0.000,0.6195,0.6195,0.000
?,tencentBlock_12215,10,0.3054,0.3046,0.080,0.2922,0.2924,-0.020
?,tencentBlock_12226,10,0.2174,0.2104,0.700,0.2055,0.2070,-0.150
?,tencentBlock_1223,10,0.5434,0.5399,0.350,0.5187,0.5187,0.000
?,tencentBlock_12232,10,0.2315,0.2248,0.670,0.1874,0.1873,0.010
?,tencentBlock_12238,10,0.3581,0.3503,0.780,0.3459,0.3472,-0.130
?,tencentBlock_12242,10,0.2302,0.2303,-0.010,0.2381,0.2381,0.000
?,tencentBlock_12248,10,0.1237,0.1148,0.890,0.1060,0.1074,-0.140
?,tencentBlock_12257,10,0.1207,0.1207,0.000,0.1151,0.1150,0.010
?,tencentBlock_12263,10,0.2768,0.2747,0.210,0.2681,0.2687,-0.060
?,tencentBlock_12264,10,0.2005,0.1946,0.590,0.1831,0.1838,-0.070
?,tencentBlock_12271,10,0.2512,0.2505,0.070,0.2474,0.2475,-0.010
?,tencentBlock_12273,10,0.2829,0.2812,0.170,0.2711,0.2710,0.010
?,tencentBlock_12277,10,0.3692,0.3650,0.420,0.3563,0.3562,0.010
?,tencentBlock_1228,10,0.1070,0.1049,0.210,0.1009,0.1008,0.010
?,tencentBlock_12281,10,0.2772,0.2632,1.400,0.2525,0.2508,0.170
?,tencentBlock_12287,10,0.1944,0.1944,0.000,0.2114,0.2113,0.010
?,tencentBlock_12293,10,0.2418,0.2395,0.230,0.2320,0.2319,0.010
?,tencentBlock_12296,10,0.2600,0.2584,0.160,0.2610,0.2610,0.000
?,tencentBlock_12309,10,0.0875,0.0875,0.000,0.0903,0.0903,0.000
?,tencentBlock_12311,10,0.2080,0.2056,0.240,0.1961,0.1959,0.020
?,tencentBlock_12313,10,0.3632,0.3623,0.090,0.3531,0.3531,0.000
?,tencentBlock_12316,10,0.1485,0.1439,0.460,0.1396,0.1395,0.010
?,tencentBlock_12323,10,0.3965,0.3900,0.650,0.3802,0.3802,0.000
?,tencentBlock_12331,10,0.1045,0.1045,0.000,0.1048,0.1048,0.000
?,tencentBlock_12337,10,0.5565,0.5564,0.010,0.5523,0.5522,0.005
?,tencentBlock_12341,10,0.6286,0.6201,0.850,0.6024,0.6027,-0.030
?,tencentBlock_12343,10,0.4793,0.4748,0.450,0.4729,0.4729,0.000
?,tencentBlock_12346,10,0.4402,0.3726,6.760,,0.4291,
?,tencentBlock_12351,10,0.2314,0.2314,0.000,0.2269,0.2269,0.000
?,tencentBlock_12358,10,0.2644,0.2643,0.010,0.2684,0.2684,0.000
?,tencentBlock_1236,10,0.2582,0.2518,0.640,0.2080,0.2098,-0.180
?,tencentBlock_12360,10,0.2039,0.1928,1.110,0.1887,0.1900,-0.130
?,tencentBlock_12365,10,0.2642,0.2597,0.450,0.2508,0.2508,0.000
?,tencentBlock_12374,10,0.2239,0.2235,0.040,0.2337,0.2337,0.000
?,tencentBlock_12375,10,0.2975,0.2971,0.040,0.2986,0.2986,0.000
?,tencentBlock_12384,10,0.2935,0.2894,0.410,0.2905,0.2905,0.000
?,tencentBlock_12390,10,0.2458,0.2460,-0.020,0.2555,0.2555,0.000
?,tencentBlock_12393,10,0.1736,0.1696,0.400,0.1593,0.1592,0.010
?,tencentBlock_12402,10,0.4819,0.4790,0.290,0.4584,0.4577,0.070
?,tencentBlock_12411,10,0.2012,0.1990,0.220,0.1876,0.1863,0.130
?,tencentBlock_12412,10,0.2056,0.1972,0.840,0.1689,0.1695,-0.060
?,tencentBlock_12416,10,0.1746,0.1705,0.410,0.1619,0.1608,0.110
?,tencentBlock_12422,10,0.1970,0.1967,0.030,0.2007,0.2007,0.000
?,tencentBlock_1243,10,0.0058,0.0050,0.080,0.0048,0.0047,0.010
?,tencentBlock_12437,10,0.1461,0.1456,0.050,0.1394,0.1394,0.000
?,tencentBlock_12444,10,0.2818,0.2796,0.220,0.2718,0.2718,0.000
?,tencentBlock_12466,10,0.2251,0.2248,0.030,0.2323,0.2322,0.010
?,tencentBlock_12474,10,0.5836,0.5825,0.110,0.5806,0.5809,-0.030
?,tencentBlock_12481,10,0.1712,0.1719,-0.070,0.1846,0.1845,0.010
?,tencentBlock_12485,10,0.1485,0.1491,-0.060,0.1526,0.1525,0.010
?,tencentBlock_12488,10,0.2953,0.2962,-0.090,0.3255,0.3254,0.010
?,tencentBlock_12495,10,0.1321,0.1202,1.190,0.1129,0.1214,-0.850
?,tencentBlock_12500,10,0.1670,0.1670,0.000,0.1668,0.1668,0.000
?,tencentBlock_12502,10,0.2510,0.2512,-0.020,0.2599,0.2599,0.000
?,tencentBlock_12507,10,0.2475,0.2450,0.250,0.2380,0.2380,0.000
?,tencentBlock_12514,10,0.3611,0.3560,0.510,0.3577,0.3617,-0.400
?,tencentBlock_12518,10,0.1687,0.1689,-0.020,0.1782,0.1782,0.000
?,tencentBlock_12519,10,0.5009,0.5008,0.010,0.4960,0.4960,0.000
?,tencentBlock_1252,10,0.0941,0.0941,0.000,0.0957,0.0956,0.010
?,tencentBlock_12525,10,0.0880,0.0878,0.020,0.0704,0.0704,0.000
?,tencentBlock_12533,10,0.2014,0.2010,0.040,0.2086,0.2086,0.000
?,tencentBlock_12538,10,0.2695,0.2684,0.110,0.2652,0.2651,0.010
?,tencentBlock_12543,10,0.3170,0.3180,-0.100,0.3338,0.3337,0.010
?,tencentBlock_12548,10,0.1006,0.0987,0.190,0.0801,0.0801,0.000
?,tencentBlock_12557,10,0.1077,0.1069,0.080,0.1025,0.1025,0.000
?,tencentBlock_12566,10,0.1158,0.1146,0.120,0.0954,0.0954,0.000
?,tencentBlock_12568,10,0.2510,0.2489,0.210,0.2496,0.2496,0.000
?,tencentBlock_12576,10,0.4220,0.4071,1.490,0.3773,0.3767,0.060
?,tencentBlock_12581,10,0.5042,0.5042,0.000,0.5051,0.5051,0.000
?,tencentBlock_12588,10,0.4022,0.4011,0.110,0.3970,0.3985,-0.150
?,tencentBlock_12594,10,0.3585,0.3585,0.000,0.3374,0.3373,0.010
?,tencentBlock_12599,10,0.2034,0.2015,0.190,0.1932,0.1932,0.000
?,tencentBlock_12600,10,0.4363,0.4007,3.560,0.3496,0.3543,-0.470
?,tencentBlock_12603,10,0.1444,0.1404,0.400,0.1409,0.1408,0.010
?,tencentBlock_1261,10,0.0737,0.0737,0.000,0.0710,0.0709,0.010
?,tencentBlock_12611,10,0.4134,0.4124,0.100,0.4110,0.4110,0.000
?,tencentBlock_12612,10,0.2482,0.2480,0.020,0.2462,0.2462,0.000
?,tencentBlock_12613,10,0.2588,0.2592,-0.040,0.2679,0.2681,-0.020
?,tencentBlock_12619,10,0.3230,0.3229,0.010,0.3089,0.3089,0.000
?,tencentBlock_12623,10,0.5328,0.5308,0.200,0.5115,0.5115,0.000
?,tencentBlock_12630,10,0.1307,0.1263,0.440,0.1237,0.1249,-0.120
?,tencentBlock_12637,10,0.3551,0.3546,0.050,0.3444,0.3444,0.000
?,tencentBlock_12645,10,0.2124,0.2102,0.220,0.2011,0.2007,0.040
?,tencentBlock_12651,10,0.2217,0.2209,0.080,0.2292,0.2292,0.000
?,tencentBlock_12654,10,0.3348,0.3332,0.160,0.3298,0.3298,0.000
?,tencentBlock_12662,10,0.4623,0.4619,0.040,0.4599,0.4599,0.000
?,tencentBlock_12670,10,0.3276,0.3250,0.260,0.3293,0.3293,0.000
?,tencentBlock_12674,10,0.0835,0.0830,0.050,0.0759,0.0759,0.000
?,tencentBlock_1268,10,0.2003,0.1990,0.130,0.1679,0.1678,0.010
?,tencentBlock_12683,10,0.3562,0.3559,0.030,0.3438,0.3438,0.000
?,tencentBlock_12690,10,0.1669,0.1656,0.130,0.1534,0.1536,-0.020
?,tencentBlock_12694,10,0.5801,0.5209,5.920,0.4454,0.4812,-3.580
?,tencentBlock_12695,10,0.0915,0.0915,0.000,0.0897,0.0897,0.000
?,tencentBlock_12696,10,0.5204,0.5195,0.090,0.5171,0.5186,-0.145
?,tencentBlock_12700,10,0.2300,0.2262,0.380,0.2038,0.2039,-0.010
?,tencentBlock_12707,10,0.1948,0.1939,0.090,0.1888,0.1888,0.000
?,tencentBlock_12708,10,0.4332,0.4331,0.010,0.4296,0.4296,0.000
?,tencentBlock_12709,10,0.3328,0.3277,0.510,0.2991,0.2990,0.010
?,tencentBlock_12710,10,0.4862,0.4766,0.960,0.4550,0.4548,0.020
?,tencentBlock_12715,10,0.5287,0.5214,0.730,0.4859,0.4853,0.060
?,tencentBlock_12723,10,0.2539,0.2493,0.460,0.2379,0.2383,-0.040
?,tencentBlock_12734,10,0.2186,0.2124,0.620,0.1902,,
?,tencentBlock_12740,10,0.2671,0.2642,0.290,0.2578,0.2579,-0.010
?,tencentBlock_12746,10,0.2262,0.2246,0.160,0.2204,0.2204,0.000
?,tencentBlock_12753,10,0.6128,0.5585,5.430,0.3700,0.4066,-3.660
?,tencentBlock_12760,10,0.2902,0.2893,0.090,0.2868,0.2868,0.000
?,tencentBlock_12762,10,0.1941,0.1932,0.090,0.1827,0.1772,0.550
?,tencentBlock_12765,10,0.5430,0.5429,0.010,0.5369,,
?,tencentBlock_12768,10,0.2936,0.2937,-0.010,0.3029,0.3027,0.020
?,tencentBlock_12771,10,0.0803,0.0803,0.000,0.0881,0.0881,0.000
?,tencentBlock_12778,10,0.1731,0.1703,0.280,0.1737,0.1739,-0.020
?,tencentBlock_12781,10,0.1033,0.1042,-0.090,0.1039,0.1032,0.070
?,tencentBlock_12783,10,0.1343,0.1328,0.150,0.1194,0.1194,0.000
?,tencentBlock_12785,10,0.2488,0.2473,0.150,0.1973,0.1974,-0.010
?,tencentBlock_12792,10,0.1496,0.1470,0.260,0.1252,0.1251,0.010
?,tencentBlock_12796,10,0.1436,0.1420,0.160,0.1288,0.1287,0.010
?,tencentBlock_12799,10,0.2690,0.2691,-0.010,0.2826,0.2824,0.020
?,tencentBlock_12802,10,0.2497,0.2502,-0.050,0.2628,0.2627,0.010
?,tencentBlock_12803,10,0.5904,0.5866,0.380,0.5675,0.5675,0.000
?,tencentBlock_12804,10,0.1022,0.1021,0.010,0.1013,0.1017,-0.040
?,tencentBlock_12806,10,0.3811,0.3776,0.350,0.3804,0.3803,0.010
?,tencentBlock_12811,10,0.1226,0.1230,-0.040,0.1432,0.1432,0.000
?,tencentBlock_12812,10,0.1881,0.1881,0.000,0.1971,0.1971,0.000
?,tencentBlock_1282,10,0.2099,,,,,
?,tencentBlock_12890,10,0.2207,0.2118,0.890,0.2086,0.2072,0.140
?,tencentBlock_12926,10,0.2462,0.2431,0.310,0.2360,0.2361,-0.010
?,tencentBlock_12963,10,0.1048,0.1045,0.030,0.1009,0.1009,0.000
?,tencentBlock_12982,10,0.2691,0.2657,0.340,,0.2516,
?,tencentBlock_12994,10,0.1526,0.1524,0.020,0.1496,0.1497,-0.010
?,tencentBlock_13033,10,0.2708,0.2903,-1.950,0.2871,0.2822,0.490
?,tencentBlock_13072,10,0.2332,0.2253,0.790,0.2207,0.2178,0.290
?,tencentBlock_13084,10,0.1219,0.1189,0.300,0.1130,0.1130,0.000
?,tencentBlock_13112,10,0.3127,0.3089,0.380,0.3008,0.3005,0.030
?,tencentBlock_13164,10,0.0736,0.0728,0.080,0.0708,0.0708,0.000
?,tencentBlock_13217,10,0.1458,0.1428,0.300,0.1364,0.1364,0.000
?,tencentBlock_13236,10,0.1477,0.1437,0.400,0.1333,0.1333,0.000
?,tencentBlock_13244,10,0.1911,0.1911,0.000,0.1896,0.1896,0.000
?,tencentBlock_13294,10,0.1785,0.1713,0.720,0.1591,0.1586,0.050
?,tencentBlock_13300,10,0.1227,0.1181,0.460,0.1051,0.1049,0.020
?,tencentBlock_13313,10,0.1736,0.1737,-0.010,0.1704,0.1702,0.020
?,tencentBlock_13319,10,,,,,,
?,tencentBlock_13332,10,0.1514,0.1577,-0.630,0.1172,0.1287,-1.150
?,tencentBlock_13343,10,0.4876,0.4884,-0.080,0.4869,0.4872,-0.030
?,tencentBlock_13391,10,0.5588,0.5471,1.170,0.5252,0.5252,0.000
?,tencentBlock_13411,10,0.1985,0.1926,0.590,0.1878,0.1878,0.000
?,tencentBlock_1344,10,0.0087,0.0076,0.110,0.0075,0.0075,0.000
?,tencentBlock_13455,10,0.3134,0.3118,0.160,0.3066,0.3066,0.000
?,tencentBlock_13482,10,0.2921,0.2921,0.000,0.2919,0.2919,0.000
?,tencentBlock_13513,10,0.0569,0.0561,0.080,0.0552,0.0548,0.040
?,tencentBlock_13526,10,0.2726,0.2692,0.340,0.2630,0.2629,0.010
?,tencentBlock_13564,10,0.1096,0.1096,0.000,0.1095,0.1095,0.000
?,tencentBlock_13608,10,0.1140,0.1126,0.140,0.1083,0.1083,0.000
?,tencentBlock_13626,10,0.2674,0.2662,0.120,0.2554,0.2584,-0.300
?,tencentBlock_13645,10,0.2239,0.2124,1.150,0.2049,0.2074,-0.245
?,tencentBlock_13646,10,0.2195,0.2157,0.380,0.2095,0.2095,0.000
?,tencentBlock_1368,10,0.2238,0.2219,0.190,0.2139,0.2137,0.020
?,tencentBlock_13711,10,0.6052,0.6036,0.160,0.6002,0.6005,-0.030
?,tencentBlock_13720,10,0.2760,0.2663,0.970,0.2583,0.2407,1.765
?,tencentBlock_13755,10,0.2807,0.2792,0.150,0.2720,0.2720,0.000
?,tencentBlock_13816,10,0.1652,0.1641,0.110,0.1607,0.1607,0.000
?,tencentBlock_13820,10,0.2545,0.2515,0.300,0.2432,0.2432,0.000
?,tencentBlock_13840,10,0.3553,0.3550,0.030,0.3504,0.3504,0.000
?,tencentBlock_13868,10,0.1769,0.1764,0.050,0.1759,0.1759,0.000
?,tencentBlock_13902,10,0.3910,0.3789,1.210,0.3581,0.3572,0.090
?,tencentBlock_13948,10,0.2476,0.2429,0.470,0.2289,0.2289,0.000
?,tencentBlock_13952,10,0.1729,0.1736,-0.070,0.1662,0.1661,0.010
?,tencentBlock_13959,10,0.1721,0.1717,0.040,0.1691,0.1691,0.000
?,tencentBlock_13981,10,0.2258,0.2228,0.300,0.2086,0.2065,0.210
?,tencentBlock_14030,10,0.2011,0.1981,0.300,0.1933,0.1949,-0.160
?,tencentBlock_14105,10,0.2122,0.2099,0.230,0.2005,0.1995,0.100
?,tencentBlock_1417,10,0.1924,0.1890,0.340,0.1852,0.1853,-0.010
?,tencentBlock_1418,10,0.0005,0.0005,0.000,0.0004,0.0004,0.000
?,tencentBlock_14186,10,0.0943,0.0941,0.020,0.0840,0.0840,0.000
?,tencentBlock_1421,10,0.1766,0.1760,0.060,0.1715,0.1715,0.000
?,tencentBlock_14220,10,0.3148,0.3091,0.570,,0.3062,
?,tencentBlock_14229,10,0.2127,0.2127,0.000,0.2121,0.2121,0.000
?,tencentBlock_14239,10,0.5858,0.5855,0.030,0.5850,0.5850,0.000
?,tencentBlock_14242,10,0.5206,0.5206,0.000,0.5195,0.5196,-0.010
?,tencentBlock_14249,10,0.6926,0.6925,0.010,0.6925,0.6925,0.000
?,tencentBlock_1430,10,0.3988,0.3871,1.170,0.3604,0.3619,-0.150
?,tencentBlock_14321,10,0.0915,0.0800,1.150,0.0731,0.0734,-0.030
?,tencentBlock_14383,10,0.5094,0.5094,0.000,0.5088,0.5089,-0.010
?,tencentBlock_14405,10,0.3837,0.3682,1.550,,0.3511,
?,tencentBlock_14533,10,0.2052,0.2010,0.420,0.1928,0.1932,-0.040
?,tencentBlock_14555,10,0.2068,0.2043,0.250,0.1991,0.1991,0.000
?,tencentBlock_14610,10,0.3002,0.2982,0.200,0.2740,0.2746,-0.060
?,tencentBlock_14666,10,0.7094,0.7093,0.010,0.7093,0.7093,0.000
?,tencentBlock_14684,10,0.2360,0.2359,0.010,0.2326,0.2329,-0.020
?,tencentBlock_14701,10,0.2407,0.2358,0.490,0.2330,0.2344,-0.145
?,tencentBlock_14731,10,0.7219,0.7187,0.320,0.7160,0.7030,1.295
?,tencentBlock_14737,10,0.0911,0.0894,0.170,0.0862,0.0850,0.120
?,tencentBlock_14743,10,0.2230,0.2186,0.440,0.2082,0.2081,0.010
?,tencentBlock_14753,10,0.6252,0.6249,0.030,0.6208,0.6208,0.000
?,tencentBlock_14774,10,0.4900,0.4896,0.040,0.4889,0.4887,0.020
?,tencentBlock_14781,10,0.2798,0.2797,0.010,0.2785,0.2785,0.000
?,tencentBlock_14790,10,0.2266,0.2210,0.560,0.2114,0.2111,0.035
?,tencentBlock_1487,10,0.0800,0.0793,0.070,0.0790,0.0790,0.000
?,tencentBlock_14918,10,0.1200,0.1173,0.270,0.1089,0.1087,0.020
?,tencentBlock_15012,10,0.1805,0.1802,0.030,0.1829,0.1836,-0.070
?,tencentBlock_15063,10,0.2677,0.2690,-0.130,0.2580,0.2580,0.000
?,tencentBlock_15070,10,0.4734,0.4687,0.470,0.4630,0.4629,0.010
?,tencentBlock_1510,10,0.2249,0.2105,1.440,0.2035,,
?,tencentBlock_15117,10,0.3222,0.3222,0.000,0.3217,0.3217,0.000
?,tencentBlock_15126,10,0.0863,0.0854,0.090,0.0825,0.0826,-0.010
?,tencentBlock_15205,10,0.2550,0.2420,1.300,0.2072,0.2072,0.000
?,tencentBlock_15236,10,0.3765,0.3764,0.010,0.3723,0.3723,0.000
?,tencentBlock_15266,10,0.3936,0.3881,0.550,0.3719,0.3714,0.050
?,tencentBlock_15291,10,0.3142,0.2939,2.030,0.2730,0.2721,0.090
?,tencentBlock_15307,10,0.5140,0.5136,0.040,0.5128,0.5128,-0.005
?,tencentBlock_15331,10,0.1310,0.1305,0.050,0.1232,0.1232,0.000
?,tencentBlock_15348,10,0.0717,0.0720,-0.030,0.0676,0.0676,0.000
?,tencentBlock_15356,10,0.2325,0.2315,0.100,0.2288,0.2287,0.005
?,tencentBlock_15434,10,0.1194,0.1189,0.050,0.1146,0.1150,-0.040
?,tencentBlock_15485,10,0.0854,0.0854,0.000,0.0854,0.0854,0.000
?,tencentBlock_15504,10,0.5391,0.5383,0.080,0.5373,0.5374,-0.010
?,tencentBlock_15572,10,0.1154,0.1128,0.260,0.1070,0.1067,0.030
?,tencentBlock_15601,10,0.4513,0.4513,0.000,0.4500,0.4499,0.010
?,tencentBlock_15615,10,0.1491,0.1466,0.250,0.1399,0.1399,0.000
?,tencentBlock_15635,10,0.0709,0.0702,0.070,0.0687,0.0685,0.020
?,tencentBlock_15641,10,0.3878,0.3869,0.090,0.3673,0.3665,0.080
?,tencentBlock_15651,10,0.2176,0.2138,0.380,0.2061,,
?,tencentBlock_1571,10,0.1386,0.1373,0.130,0.1309,0.1309,0.000
?,tencentBlock_15713,10,0.2335,0.2297,0.380,0.2238,0.2238,0.000
?,tencentBlock_15762,10,0.1784,0.1783,0.010,0.1743,0.1742,0.010
?,tencentBlock_15791,10,0.2721,0.2684,0.370,0.2613,0.2610,0.035
?,tencentBlock_15833,10,0.1666,0.1651,0.150,0.1521,0.1521,0.000
?,tencentBlock_15844,10,0.2194,0.2204,-0.100,0.2102,0.2084,0.180
?,tencentBlock_15980,10,0.3579,0.3431,1.480,0.3292,0.3279,0.130
?,tencentBlock_16040,10,0.3626,0.3575,0.510,0.3477,,
?,tencentBlock_16041,10,0.0879,0.0857,0.220,0.0830,0.0830,0.000
?,tencentBlock_16093,10,0.1294,0.1281,0.130,0.1268,0.1267,0.010
?,tencentBlock_1612,10,0.2280,0.2223,0.570,0.2078,0.2066,0.120
?,tencentBlock_16131,10,0.3158,0.3109,0.490,0.2990,0.2989,0.010
?,tencentBlock_16132,10,0.5968,0.5956,0.120,0.5927,0.5928,-0.010
?,tencentBlock_16254,10,0.1745,0.1738,0.070,0.1664,0.1662,0.020
?,tencentBlock_1628,10,0.1963,0.1961,0.020,0.1827,0.1824,0.030
?,tencentBlock_16341,10,0.4040,0.4039,0.010,0.4020,0.4023,-0.030
?,tencentBlock_16383,10,0.2445,0.2430,0.150,0.2344,0.2344,0.000
?,tencentBlock_16387,10,0.9713,0.9695,0.180,0.9446,0.9447,-0.010
